catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,LP,REQUESTED THRU ILL,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,CAN'T FIND. ASK HARVARD LIBRARY,ASK HARVARD FOR HELP,GET CD WHEN LOEB REOPENS / WAIT FOR ILL CD OR LP / ASK FOR DIGITIZATION,TO DELETE,status,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,region,type,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,family_name,language,dialect,level,culture listed?,culture,culture standardized,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0156.wav,Owd Jack Braddalar,British Isles,Play,NA,Various archives/libraries,http://www.yorkshirefolksong.net/song.cfm?songID=134,,,not sure if free to use,http://www.yorkshirefolksong.net/song.cfm?songID=134,The Yorkshire Garland Group,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Yorkshire,English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"""children’s stick dance in which the participants lined up in morris dance formation, and each verse involved successive dancers employing their sticks in some way to strike parts of the body or other dancers’ sticks."" // YORKSHIRE GARLAND GROUP, RELEVANT TEXT IS IN THE PROVENANCE FIELD OF THE SONG OWD JACK BRADDALAR//","""1 Number one, number one, ’od my ’oss while I jump on. Chorus With a rum-tum-taddalar, old Jack Braddalar, Country lads are we. 2 Number two, number two, some wear a boot but I wear a shoe. 3 Number three, number three, some like coffee but I like tea. 4 Number four, number four, some jump in but I jump o’er. 5 Number five, number five, some are dead but I’m alive. 6 Number six, number six, I can chop some very fine sticks. 7 Number seven, number seven, some go to Hell but I’ll go to Heaven. 8 Number eight, number eight, some are bent but I am straight. 9 Number nine, number nine, some drink beer but I drink wine. 10 Number ten, number ten, if tha wants any more tha mun sing it for thissen."" // YORKSHIRE GARLAND GROUP, RELEVANT TEXT IS IN THE LYRICS FIELD OF THE SONG OWD JACK BRADDALAR//",,Yes,6,Yes,,9/8/18 14:35,WAU
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0157.wav,Cock Robin,British Isles,Play,NA,Various archives/libraries,http://www.yorkshirefolksong.net/song.cfm?songID=88,,,not sure if free to use,http://www.yorkshirefolksong.net/song.cfm?songID=88,The Yorkshire Garland Group,0,1,0,1,0,,#REF!,stan1293,,#REF!,,"Yorkshire, but also appeared in different versions in Somerset, Cambridgeshire, Gloucestershire, Devon and Kent",English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"""Mostly found as a children’s singing game, this old song is widespread in the English-speaking world under a wide variety of titles, usually a man’s name preceded by ‘Old’ or ‘Poor’."" //YORKSHIRE GARLAND GROUP, RELEVANT TEXT IS IN THE PROVENANCE FIELD ON THE COCK ROBIN SONG//",NA,,Yes,6,Yes,,9/8/18 14:14,WAU
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0158.wav,Come Write Me Down Ye Powers Above,British Isles,Procession,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5472R42.mp3,,,supposed to be on ACE online archive but can't find it,https://theglobaljukebox.org/?share=Sussex-T5472R42,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Sussex,England,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,Wedding song,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","procession song; wedding song //CODING ID 1496 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""wedding song"" //CODING ID 1496 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/28/2018 13:48:21,WAU
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0159.wav,The Irish Captain,British Isles,Story,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5472R43.mp3,,,supposed to be on ACE online archive but can't find it,https://theglobaljukebox.org/?share=Sussex-T5472R43,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Sussex,English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,Sea Ballad,No,,,,The song is identified as such in its title or label,"Ballad; sailor's song //CODING ID1497 IN GLOBAL JUKEBOX, OTHER RELEVANT INFO FOUND IN DESCRIPTION//",NA,NA,,Yes,5,Yes,,1/10/18 9:44,REH
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5592R17.mp3,Can also be bought https://www.discogs.com/sell/list?master_id=728653&ev=mb&format=CD,NHS2-0160.wav,The Bonny Wee Lassie Who Never Said No,British Isles,Story,"The Folksongs of Britain, Volume II: Songs of Seduction. Caedmon Records. TC-1143, 1961",Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212054376830003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,songs%20of%20seduction",cd,$23.99,,https://theglobaljukebox.org/?share=Aberdeen-T5592R17,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,nort3299,#REF!,,Aberdeen,Scottish,germ1287,#REF!,dori1248,dori1248,yes,yes,yes,,Ballad; Bawdy Song,No,,,,The song is identified as such in its title or label,"Ballad; Lowland Bawdy Song //GLOBAL JUKEBOX, CODING ID 2304, OTHER RELAVENT INFO IN DESCRITION FIELD//",NA,NA,,Yes,6,Yes,,10/15/2018 10:20:17,REH
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5586R01.mp3,digitize after chaos,NHS2-0161.wav,As I Walked Through Dublin City,British Isles,Story,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212054376830003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,songs%20of%20seduction",cd,$23.99,,https://theglobaljukebox.org/?share=Dublin-T5586R01,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Dublin; Balie Atha Cliath,Irish,germ1287,#REF!,iris1253,stan1293,no,no,yes,gle,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","story song; ballad //CODING ID 556 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""ballad; depicting a market girl summing up her day's receipts in coins, but also said to be about the spirit of oppressed Ireland"" //CODING ID 556 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/28/2018 13:58:16,WAU
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5592R21.mp3,digitize after chaos,NHS2-0162.wav,The Nuttting Girl,British Isles,Story,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212054376830003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,songs%20of%20seduction",cd,$23.99,,https://theglobaljukebox.org/?share=Suffolk-T5592R21,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Suffolk,English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,ballad,No,,,,The song is identified as such in its title or label,"Ballad //CODING ID 557 IN GLOBAL JUKEBOX, OTHER RELAVENT TEXT IN THE DESCRIPTION FIELD//",NA,NA,,Yes,5,Yes,,5/10/18 10:24,REH
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0163.wav,Captain Wedderbum's Courtship,British Isles,Story,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212043780710003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,The%20Folk%20Songs%20of%20Britain%20The%20Child%20Ballads",LP,$0.00,,https://theglobaljukebox.org/?share=Dublin-T9526R14,Global Jukebox,1,1,0,0,1,IE,#REF!,stan1293,,#REF!,,Dublin,Irish,germ1287,#REF!,iris1253,stan1293,no,no,yes,gle,ballad,No,,,,The song is identified as such in its title or label,"Ballad//CODING ID 9390 IN GLOBAL JUKEBOX, RELEVANT INFO IS IN THE DESCRIPTION FIELD//",NA,NA,,Yes,6,Yes,,9/28/2018 9:39:53,REH
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0164.wav,The Arranmore Disaster,British Isles,Story,NA,Various archives/libraries,https://www.itma.ie/digital-library/sound/arranmore_disaster_john_butcher_junior,,,"copyrighted, probably can't use this song",https://www.itma.ie/digital-library/sound/arranmore_disaster_john_butcher_junior,Irish Traditional Music Archive,0,1,0,1,0,,#REF!,stan1293,,#REF!,,"County Derry, Ireland",Irish,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","NA //IRISH TRADITIONAL MUSIC ARCHIVE, THE ARRANMORE DISASTER SONG//","""‘One November evening in 1935, a boat-load of migratory workers, on the last stage of their way home from the Scottish harvest fields, set out from Burtonport to Arranmore. The boat struck a rock in the dark, and the lone survivor of the party was picked up next morning, clinging to an upturned boat, and holding on to the dead body of his father ...’"" //IRISH TRADITIONAL MUSIC ARCHIVE, RELEVANT TEXT IS IN THE NOTES FIELD//","Good people dear, pray lend an ear, I’ll tell you one and all About a great disaster that occurred off Donegal; The wild Atlantic ocean has added to its toll Another nineteen victims: may the Lord receive each soul. 2 ’Twas in the year of thirty-five on a bleak November eve This awful tragedy occurred, it caused us all to grieve; Those cheerful lads returning from the Scottish harvest field Unto the stormy ocean their lives were forced to yield. 3 What cheerful thoughts were in their mind when sailing up Lough Foyle To view the hills of Inishowen, that land of Irish soil! Their little boat came slowly on through Creeslough and Gweedore: Oh God, who’d think they ne’er would reach their native Arranmore! 4 When they arrived at Burtonport they were met upon the pier, They laughed and chatted with their friends all in the best of cheer; They set out for the island but they never reached its shore; A cloud of grief and sorrow hangs over homely Arranmore. 5 Their little boat by God’s will doomed across the waves did sail, There was only one out of a score survived to tell the tale; He saved two other passengers that perished in the cold; The highest praise must be his due, this hero true and bold. 6 So now, kind friends, there’s one request I’ll ask of one and all: Pray for the nineteen victims that were lost off Donegal. With St Patrick and St Bridget may they dwell for ever more In a land where hardships are unknown far away from Arranmore. //IRISH TRADITIONAL MUSIC ARCHIVE, RELEVANT TEXT IS IN THE LYRICS FIELD//",,Yes,6,Yes,,10/8/18 17:59,WAU
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0165.wav,The Banks of the Moy,British Isles,Story,NA,Various archives/libraries,https://www.itma.ie/inishowen/song/banks_of_the_moy_michael_mcgonigle,,,not sure if free to use,https://www.itma.ie/inishowen/song/banks_of_the_moy_michael_mcgonigle,Irish Traditional Music Archive,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Irish,Irish,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"""One night as I went on my rambles from Swinford to sweet Ballyvee Sure I met a fair maid on my ramble and and her hame it was Mary McGee And she sighed for the rights of her country Michael Davitt her true Irish boy And is now a prisoner of Portland far from the lovely sweet banks of the Moy Don't speak of the sweet sixty seven when brave men were true men you know And the brave Peter Carney God rest him sure he died at Killarney also He was drilled by my darling Mick Davitt in the valleys and glens of Fermoy That's why he's a prisoner of Portland far from the lovely sweet banks of the Moy Well I quickly approached this fair maiden asked her what was the cause of her woe Or what was the cause of her suffering that forced her to leave her own home And she sighed for the rights of her country Michael Davitt her true Irish boy Who is now a prisoner of Portland far from the lovely sweet banks of the Moy Well it’s now to conclude and to finish and I hope that the day will soon come When those cruel landlords and bailiffs from the land of Saint Patrick must run For we’ll unfurl our green and gold banner and to Ireland we’ll raise them on high And we will toast to that brave Michael Davitt on the lovely sweet banks of the Moy."" //IRISH TRADITIONAL MUSIC ARCHIVE, THE BANKS OF THE MOY, SONG//",,Yes,6,Yes,,9/8/18 13:28,WAU
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5587R06.mp3,purchase,NHS2-0166.wav,A' Roving,British Isles,Work,NA,CD purchase,https://www.discogs.com/sell/item/653739364,,$12.50,,http://media.theglobaljukebox.org/audio/T5587R06.mp3,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Bristol (not listed in HRAF),English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Work song //CODING ID 562 IN GLOBAL JUKEBOX//,"""Capstan shanty, sung as the men tramped around the capstan and weighed anchor; the sea shanty is a distinctive type of English folk song"" //CODING ID 562 IN GLOBAL JUKEBOX//",NA,Metadata: https://theglobaljukebox.org/?share=Bristol-T5587R06,Yes,6,Yes,,11/6/18 21:41,WAU
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5587R08.mp3,digitize after chaos,NHS2-0167.wav,The Threshing Machine,British Isles,Work,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212054376830003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,songs%20of%20seduction",cd,$23.99,,https://theglobaljukebox.org/?share=Sussex-T5587R08,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Sussex,English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,The song is identified as such in its title or label,"Work Song //CODING ID 560 IN GLOBAL JUKEBOX, RELEVANT INFO IS FOUND IN THE DESCRIPTION FIELD//",NA,NA,,Yes,6,Yes,,1/10/18 9:39,REH
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Alt name ""Elliot Family Medley""",NHS2-0168.wav,Collier's Rant,British Isles,Work,NA,Folkways track download,https://folkways.si.edu/elliot-family/elliot-family-medley/world/music/track/smithsonian,,$0.99,,https://theglobaljukebox.org/?share=Durham-T5545R12,Global Jukebox,0,1,0,1,0,,#REF!,stan1293,,#REF!,,Durham,English,germ1287,#REF!,stan1293,stan1293,yes,yes,yes,eng,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","work song; miner's song //CODING ID 2308 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""Old mining song"" //CODING ID 2308 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/28/2018 13:52:23,WAU
1,1,JSL,0,1,0,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5592R18.mp3,digitize after chaos,NHS2-0169.wav,Blow the Candle Out,British Isles,Love,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212054376830003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,songs%20of%20seduction",cd,$23.99,,https://theglobaljukebox.org/?share=Wales-T5592R18,Global Jukebox,0,1,0,1,0,,#REF!,wels1247,,#REF!,,Cymry (Welsh),Welsh,celt1248,#REF!,wels1247,wels1247,yes,yes,yes,cym,Story,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","love song; ballad //CODING ID 786 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""love ballad"" //CODING ID 786 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/28/2018 13:46:09,WAU
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0170.wav,Lord Lovell,British Isles,Story,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212043780710003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,The%20Child%20Ballads&offset=0",,$0.00,,https://theglobaljukebox.org/?share=Wales-T5591R15,Global Jukebox,0,1,0,1,0,,#REF!,wels1247,,#REF!,,Wales; Welsh; Cymry,Welsh,celt1248,#REF!,wels1247,wels1247,yes,yes,yes,cym,Love,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","ballad; narrative song //CODING ID 785 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""ballad; story of love and death"" //CODING ID 785 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/28/2018 13:38:39,WAU
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0171.wav,Dance the Boatman Dance,Caribbean,Dance,NA,ACE archive,http://media.theglobaljukebox.org/audio/T5478R44.mp3,,,ACE link: http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=26717,https://theglobaljukebox.org/?share=Nevis-T5478R44,"Global Jukebox, Smithsonian Folkways, WorldCat",0,1,0,1,0,,#REF!,anti1245,,#REF!,,Carib,Carib,germ1287,#REF!,cari1282,stan1293,no,yes,yes,#N/A,No secondary function,No,,,,The song is identified as such in its title or label,"Dance tune, English Creole //CODING ID 1042 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,Click on the blue globe and you will be directed to the song.,Yes,5,Yes,,10/4/18 13:23,JDL
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0172.wav,Arada,Caribbean,Dance,NA,Folkways track download,https://folkways.si.edu/arada-dance/caribbean-world/music/track/smithsonian,,,,http://media.theglobaljukebox.org/audio/T5481R20.mp3,"Global Jukebox, Smithsonian Folkways, WorldCat",0,1,0,1,0,,#REF!,anti1245,,#REF!,,Dahomean people,Fon,germ1287,#REF!,fonn1241,.,no,.,.,fon,"""cult song, for ancestors""",No,,,,The song is identified as such in its title or label,"""Arada; dance song; cult song; for ancestors"" //CODING ID 480 IN GLOBAL JUKEBOX, GENRE FIELD//","""The Arada dance is one of the rites of Dahomean ancestor cults; Dahomean religious survivals existed throughout the Francophone Caribbean"" //CODING ID 480 IN GLOBAL JUKEBOX, DESCRIPTION FIELD//",NA,,Yes,3,Yes,,2/27/2018 0:35:12,JDL
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0173.wav,"Baby, Rock Away",Caribbean,Lullaby,NA,ACE archive,http://media.theglobaljukebox.org/audio/T5585R17.mp3,,,ACE link: http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=26710#,https://theglobaljukebox.org/?share=Nevis-T5585R17,Global Jukebox,0,1,0,1,0,,#REF!,anti1245,,#REF!,,Nevis,Arawak,germ1287,#REF!,anti1245,stan1293,no,yes,yes,aig,No secondary function,No,,,,The song is identified as such in its title or label,"Lullaby; acculurated, urban //CODING ID 1043 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"Click the blue globe, you will be directed to the song.",Yes,5,Yes,,12/4/18 13:18,JDL
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0174.wav,When I Was a Young Girl and Single,Caribbean,Story,NA,ACE archive,http://media.theglobaljukebox.org/audio/T5478R45.mp3,,,ACE link: http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=26720,http://media.theglobaljukebox.org/audio/T5478R45.mp3,Global Jukebox,0,1,0,1,0,,#REF!,anti1245,,#REF!,,Nevis,Arawak,germ1287,#REF!,anti1245,stan1293,no,yes,yes,aig,No secondary function,No,,,,The song is identified as such in its title or label,"Ballad //CODING ID 1040 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,,Yes,6,Yes,,6/6/18 11:44,KLL
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0175.wav,Island Deh,Caribbean,Work,NA,ACE archive,http://media.theglobaljukebox.org/audio/T5479R03.mp3,,,ACE link: http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=26628#,https://theglobaljukebox.org/?share=Anguilla-T5479R03,"Global Jukebox, Garland Encyclopedia of World Music",0,1,0,1,0,,#REF!,anti1245,,#REF!,,Anguilla,Carib,germ1287,#REF!,anti1245,cari1284,no,yes,yes,aig,No secondary function,No,,,,The song is identified as such in its title or label,"Work song; in English Creole //CODING ID 1054 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"Click the blue globe, you will be directed to the song.",Yes,5,Yes,,12/4/18 13:22,JDL
