included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,,Healing,Afro-Asiatic,west2721,,language,,"Kuyu (location: Fort-Rousset, Ouando, Congo)",Central Africa,,afro1255,.,.,.,.,.,,#N/A,CHANT DE GUERISON IKANGO,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1974_013_004_06/,"Disc 2, Track 14",CREM,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","CHANT DE GUERISON IKANGO//CODING ID CNRSMH_I_1974_013_004_06 IN CREM, RELEVANT TEXT IS IN THE TITLE FIELD//","Guérison//CODING ID CNRSMH_I_1974_013_004_06 IN CREM, RELEVANT TEXT IS IN THE KEYWORDS FIELD//",NA,,Yes,3,Yes,,8/24/2018 14:06:18,NCM
1,,Healing,Afro-Asiatic,tuni1259,tuni1260,language,,Tunisians,Northern Africa,,afro1255,tuni1260,stan1318,no,yes,yes,,,Sīdī bū ra's el-‘ajmī,http://www.worldcat.org/oclc/758855535,Track 4,NHS 1.0,,No,,,,,20,"8-9, 10, 12-15,17-18","10, 14",,,,,,1/2/18 18:13,MDS
1,,Love,Afro-Asiatic,afar1241,,language,,Afar,Eastern Africa,,afro1255,afar1241,afar1241,yes,yes,yes,,aar,Love Song,http://media.theglobaljukebox.org/audio/T40026R04m.mp3,NA,Global Jukebox,Song for royalty,No,,,,The song is identified as such in its title or label,"Love song //GLOBAL JUKEBOX, CODING ID 2049, AUDIO FILE ID T40026R04m//",NA,NA,Global Jukebox-->Wheel-->East Africa / East African Horn / Lowland E. Cushites-->Afar-->Love Song,Yes,5,Yes,,8/2/18 14:21,ERA
0,,Love,Afro-Asiatic,amha1245,,language,,Amhara,Eastern Africa,,afro1255,amha1245,amha1245,yes,yes,yes,,amh,Love Song,http://media.theglobaljukebox.org/audio/T40019R07.mp3,NA,"Global Jukebox, Ayele Abebe, Ethiopia I. Music from Ethiopia",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love Song //GLOBAL JUKEBOX, CODING ID 1853, AUDIO FILE ID T40019R07//","Traditional love song with slightly modernized words //GLOBAL JUKEBOX, CODING ID 1853, AUDIO FILE ID T40019R07//",NA,Global Jukebox-->Wheel-->Amhara-->Love Song (Coding ID 1853),Yes,5,Yes,"There are a couple of 'Love Song' titles in the Amhara culture, take note of coding ID.",2/14/2018 14:20:34,ERA
0,,Love,Afro-Asiatic,amha1245,,language,,Amhara,Eastern Africa,,afro1255,amha1245,amha1245,yes,yes,yes,,amh,Shemonmuanaye,http://www.worldcat.org/oclc/2135349,"Side 2, Track 1",NHS 1.0,,No,,,,,7,7,NA,,,,,,1/2/18 18:20,CMB
0,,Love,Afro-Asiatic,hadr1236,,language,,Kathiri Bedouin,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Love Song,http://media.theglobaljukebox.org/audio/T5482R02.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is","Love song // CODING ID 3623 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,"Description: Lyrics: Why, oh gardener, are you awake and not asleep? And you prevent me from coming to my beloved // CODING ID 3623 IN GLOBAL JUKEBOX //",,Yes,6,Yes,,8/6/18 16:19,SHJ
0,,Love,Afro-Asiatic,chad1249,bath1248,language,,Baggara / Hemat,Eastern Africa,,afro1255,bath1248,arab1395,no,yes,yes,,,Song for Her Lover,https://theglobaljukebox.org/?share=Baggara-T5626R18m,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Song for Her Lover //GLOBAL JUKEBOX, CODING ID 4204: SONG, GENRE, DESCRIPTION//",NA,NA,Click on the green checklist or song title for metadata,Yes,5,Yes,,4/16/2018 12:15:39,MJW
0,,Love,Afro-Asiatic,dira1242,,language,,"Gidole, Gardulla",Eastern Africa,,afro1255,dira1242,dira1242,yes,yes,yes,,gdl,Love Song,https://theglobaljukebox.org/?share=Gidole-T5553R04,NA,"Global Jukebox, CREM, Library of Congress",No secondary function,No,,,,The song is identified as such in its title or label,"Love Song //GLOBAL JUKEBOX, CODING ID 9421, AUDIO FILE ID T5553R04//",NA,NA,Global Jukebox-->Wheel-->East Africa/Kenya/Ethiopia/Oromo Cushites-->Gidole-->Love Song,Yes,6,Yes,,5/2/18 12:46,ERA
1,,Love,Afro-Asiatic,egyp1253,,language,,Egypt,Northern Africa,,afro1255,egyp1253,arab1395,no,yes,yes,,arz,Love Song,http://media.theglobaljukebox.org/audio/T5543R13.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Love song //GLOBAL JUKEBOX CODING ID 3239 GENRE//,NA,NA,,Yes,3,Yes,,8/5/18 16:56,MJW
0,,Love,Afro-Asiatic,hass1238,,language,,Sahrawi: Hassaniya,Northern Africa,,afro1255,hass1238,arab1395,no,yes,yes,,mey,I have to visit Bamuera,https://sounds.bl.uk/World-and-traditional-music/Violeta-Ruano-portraits-of-Saharawi-Music/025M-C1640X0079XX-0001V0,NA,British Library,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Love songs //BRITISH LIBRARY VIOLETA RUANO PORTRAITS OF SAHARAWI MUSIC GENRE//,"This song is a traditional tune from the repertoire of the lashuar, very short, communal songs that used to be played at family gatherings. It talks about a beduin region in Mauritania named Bamuera. The poet loves a woman from the region and writes about his feelings. The performance occasion was a private session at the cultural centre of Ausserd camp. Mariem Mouloud, expert in traditional music, was playing the traditional tbal drum. Traditional Saharawi music was always played with only voice and drum. It's very quiet music, to be able to listen to the words. //BRITISH LIBRARY, SHELF MARK C1640/79, VIOLETA RUANO PORTRAITS OF SAHARAWI MUSIC, I HAVE TO VISIT BAMUERA, ABSTRACT//",NA,,Yes,6,Yes,,8/5/18 17:40,MJW
0,,Love,Afro-Asiatic,hass1238,,language,,Sahrawi: Hassaniya,Northern Africa,,afro1255,hass1238,arab1395,no,yes,yes,,mey,Bib's daughter,https://sounds.bl.uk/World-and-traditional-music/Violeta-Ruano-portraits-of-Saharawi-Music/025M-C1640X0076XX-0001V0,NA,British Library,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love songs //BRITISH LIBRARY, VIOLETA RUANO PORTRAITS OF SAHARAWI MUSIC, GENRE//","This song is a modern interpretation of a traditional love song from the repertoire of the lashuar, very short, communal songs that used to be played at family gatherings. In it, a man expresses his feelings for a woman.The performance occasion was a rehearsal of the government musicians of the Ausserd camp. The recording was made in the cultural centre, where there were a lot of people coming in and out. The band structure voice, electric guitar and electronic keyboard is the most common one for the performance of Saharawi music nowadays. The singer was playing the traditional tbal drum. //BRITISH LIBRARY, SHELF MARK C1640/76, VIOLETA RUANO PORTRAITS OF SAHARAWI MUSIC, BIB'S DAUGHTER, ABSTRACT//",NA,,Yes,4,Yes,,9/5/18 11:19,MJW
0,,Love,Afro-Asiatic,jude1267,,language,,Yemenite Jews,Middle East,,afro1255,jude1267,arab1395,no,yes,yes,,jye,Love Song,http://media.theglobaljukebox.org/audio/T5482R04.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,The song is identified as such in its title or label,"Love Song // CODING ID 716 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,,Yes,3,Yes,,8/6/18 17:10,SHJ
0,,Love,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,sunn1238,arab1395,no,yes,yes,,,Love song,http://media.theglobaljukebox.org/audio/T5484R19.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Love song // CODING ID 1479 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//)",NA,NA,,Yes,6,Yes,,8/6/18 14:54,SHJ
0,,Love,Afro-Asiatic,nort3051,,dialect,,"Somalis, Soomaali",Eastern Africa,,afro1255,nort3051,soma1255,no,yes,yes,,,Love song,https://theglobaljukebox.org/?share=Somalis-T5566R23,NA,"Global Jukebox, Library of Congress",Song for royalty,No,,,,The song is identified as such in its title or label,"Love song //GLOBAL JUKEBOX, CODING ID 4454, AUDIO FILE ID T5566R23//","Love song; woman singing strophic love song during Haile Selassie's birthday celebration, July 23, 1972 //GLOBAL JUKEBOX, CODING ID 4454, AUDIO FILE ID T5566R23//",NA,Global Jukebox-->Wheel-->East Africa/East African Horn/Lowland E.Cushites-->Somalis-->Love song,Yes,5,Yes,,5/2/18 13:03,ERA
0,,Love,Afro-Asiatic,taha1241,,language,,Algerian Gourara Tuareg,Northern Africa,,afro1255,taha1241,taha1241,yes,yes,yes,,thv,Tagerrabt; Ya salat 'alik,http://media.theglobaljukebox.org/audio/T5581R02.mp3,NA,Global Jukebox,Ceremonial song,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",Ceremonial song; women's song //GLOBAL JUKEBOX CODING ID 9927 GENRE//,We Bow to You; family ceremonial song sung by women; regional lyrics combining amorous ecstasy and religious fervor: [lyrics follow] //GLOBAL JUKEBOX CODING ID 9927 DESCRIPTION//,"Maidens, you are vases for perfume, you are music and camphor which scent those who use it/Tell him: I too love you but I cannot get to you because of all your guardians //GLOBAL JUKEBOX CODING ID 9927 DESCRIPTION//",,Yes,6,Yes,"[this observation made after listening to the song] the description says that it is sung by women, but it sounds like men are singing",4/20/2018 12:42:48,MJW
1,,Love,Afro-Asiatic,taya1257,,language,,Tuareg,Northern Africa,,afro1255,tuar1240,tuar1240,yes,yes,yes,,tmh,Chikishikishin,http://media.theglobaljukebox.org/audio/T5523R22.mp3,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Love song //GLOBAL JUKEBOX CODING ID 954 GENRE//,"An ahal, or love song, by a man accompanied by on the imzhad, one string violin //GLOBAL JUKEBOX CODING ID 954 DESCRIPTION//",NA,,Yes,5,Yes,,4/20/2018 12:46:08,MJW
0,,Love,Afro-Asiatic,tuar1240,,family,,Tuareg,Northern Africa,,afro1255,tuar1240,tuar1240,yes,yes,yes,,tmh,Tailaff,http://media.theglobaljukebox.org/audio/T9525R32.mp3,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Love song //GLOBAL JUKEBOX CODING ID 9387 GENRE//,Love song by a male soloist accompanied by a virtuosic female Inzad (one string fiddle) player //GLOBAL JUKEBOX CODING ID 9387 DESCRIPTION//,NA,,Yes,5,Yes,,4/20/2018 12:48:31,MJW
0,,Love,Afro-Asiatic,tuar1240,,family,,Tuareg,Northern Africa,,afro1255,tuar1240,tuar1240,yes,yes,yes,,tmh,Ezzel n oufada aoua etteb ales ou n abaradh,http://www.worldcat.org/oclc/2270693,"Side 1, Track 3",NHS 1.0,,No,,,,,6,6-Jul,NA,,,,,,1/2/18 17:27,SDA
0,,Love,Afro-Asiatic,tuni1260,,dialect,,Tunisia,Northern Africa,,afro1255,tuni1260,arab1395,no,yes,yes,,,Love Song,http://media.theglobaljukebox.org/audio/T5522R98.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Burjîla; love song; lyric song //GLOBAL JUKEBOX CODING ID 4127 GENRE//,NA,NA,,Yes,6,Yes,,8/5/18 16:59,MJW
1,,Love,Afro-Asiatic,tuni1259,tuni1260,language,,Tunisia,Northern Africa,,afro1255,tuni1260,arab1395,no,yes,yes,,,Song of the Salhi type,http://media.theglobaljukebox.org/audio/T45043.mp3,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Salhi; love song; lament //GLOBAL JUKEBOX CODING ID 4261 GENRE//,Love song; Salhi song sung with lamenting strains full of trembling and quivering tones //GLOBAL JUKEBOX CODING ID 4261 DESCRIPTION//,NA,,Yes,5,Yes,,8/5/18 17:02,MJW
1,,Lullaby,Afro-Asiatic,tama1365,,language,,Tuareg,Western Africa,,afro1255,tama1365,tama1365,yes,yes,yes,,taq,"“Herding Song, Marriage Song, Lullaby”",https://folkways.si.edu/herding-song-marriage-song-lullaby/islamica-world/music/track/smithsonian,"Disc 1, Track 6",Smithsonian Folkways,"Marriage Song, Herding Song",No,,,,The song is identified as such in its title or label,"“Herding Song, Marriage Song, Lullaby”//SMITHSONIAN FOLKWAYS CATALOGUE NUMBER FW08852_106",NA,NA,,Yes,6,Yes,,7/20/2018 19:54:51,JMI
1,,Lullaby,Afro-Asiatic,taha1241,,language,,Tuareg,Northern Africa,,afro1255,tuar1240,tuar1240,yes,yes,yes,,tmh,Beraceuse,https://theglobaljukebox.org/?share=Tuareg-T5596R01,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby,Lullaby; fragments from a female soloist; repetition of phrases gives chant-like litany,NA,,Yes,5,Yes,,7/15/2018 14:49:41,RJW
1,,Lullaby,Afro-Asiatic,taha1241,,language,,Tuareg,Northern Africa,,afro1255,tuar1240,tuar1240,yes,yes,yes,,tmh,Lullaby,http://www.worldcat.org/oclc/698168574,"Track 6, Song 3",NHS 1.0,,No,,,,,8,8,8,,,,,,1/2/18 17:57,MDS
1,,Mourning,Afro-Asiatic,arab1393,,family,,Kathiri Bedouin,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Song of Grieving,http://media.theglobaljukebox.org/audio/T5482R07.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Song of Grieving, Genre: Mourning song // CODING ID 3627 IN GLOBAL JUKEBOX //",NA,NA,,Yes,6,Yes,,8/6/18 16:23,SHJ
1,,Mourning,Afro-Asiatic,nort3139,,language,,Druze,Middle East,,afro1255,sunn1238,arab1395,no,yes,yes,,,Haddada,http://media.theglobaljukebox.org/audio/T5521R54.mp3,NA,Global Jukebox,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Haddada // CODING ID 9245 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD //","Genre: Funeral song, Description: Song of eulogy in antiphony // CODING ID 9245 IN GLOBAL JUKEBOX //",NA,,Yes,6,Yes,,8/6/18 15:01,SHJ
1,,Mourning,Afro-Asiatic,nort3139,,language,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Hida Song for a Deceased Young Man,https://folkways.si.edu/salman-al-arfush/ida-song-for-a-deceased-young-man/islamica-world/music/track/smithsonian,"Disc 1, Track 2",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Hida Song for a Deceased Young Man //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_102//,NA,NA,,Yes,6,Yes,,11/6/18 16:35,SHJ
0,,Mourning,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Nadb for a Deceased Girl,https://folkways.si.edu/fawz-al-arfushadb-for-a-deceased-girl/islamica-world/music/track/smithsonian,"Disc 1, Track 3",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Nadb for a Deceased Girl (Album: Laments of Lebanon - Funeral Laments) //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_103//,NA,NA,,Yes,6,Yes,,11/6/18 16:37,SHJ
0,,Mourning,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Tahnin for a Deceased Girl,https://folkways.si.edu/fawz-al-arfush/tahnin-for-a-deceased-girl/islamica-world/music/track/smithsonian,"Disc 1, Track 4",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Tahnin for a Deceased Girl (Album: Laments of Lebanon - Funeral Laments) //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_104//,NA,NA,,Yes,6,Yes,,11/6/18 16:39,SHJ
0,,Mourning,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,Fraqiyyat for a Young Woman; the Last Verse for a Deceased Father,https://folkways.si.edu/fawz-al-arfush/fraqiyyat-for-a-young-woman-the-last-verse-for-a-deceased-father/islamica-world/music/track/smithsonian,"Disc 1, Track 5",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,The Last Verse for a Deceased Far (Album: Laments of Lebanon - Funeral Laments) //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_105//,NA,NA,,Yes,6,Yes,,11/6/18 16:41,SHJ
0,,Mourning,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,"Nadb Lamenting Ill-Fate, Possibly for a Deceased Parent",https://folkways.si.edu/fawz-al-arfushadb-lamenting-ill-fate-possibly-for-a-deceased-parent/islamica-world/music/track/smithsonian,"Disc 1, Track 6",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Nadb Lamenting Ill-Fate, Possibly for a Deceased Parent (Album: Laments of Lebanon - Funeral Laments) //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_106//",NA,NA,,Yes,6,Yes,,11/6/18 16:43,SHJ
0,,Mourning,Afro-Asiatic,leva1239,,family,,Druze,Middle East,,afro1255,arab1395,arab1395,yes,yes,yes,,,"Qasidah Sung for Nazirah Junbulat, a Deceased Woman of Distinguished Social and Political Stature",https://folkways.si.edu/salman-al-arfush/qaidah-sung-for-nairah-junbula-a-deceased-woman-of-distinguished-social-and-political-stature/islamica-world/music/track/smithsonian,"Disc 1, Track 8",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Qasidah Sung for Nazirah Junbulat, a Deceased Woman of Distinguished Social and Political Stature (Album: Laments of Lebanon - Funeral Laments) //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04046_108//",NA,NA,,Yes,6,Yes,,11/6/18 16:46,SHJ
